influencer_id,label,influencer_main_genre
566918,The The,Pop/Rock
567862,A Flock of Seagulls,Pop/Rock
812802,Death in Vegas,Electronic
926428,Thomas Dolby,Pop/Rock
269972,Little Willie John,R&B;
80428,The Lettermen,Vocal
428717,The Sonics,Pop/Rock
90803,King Curtis,R&B;
193342,Emperor,Pop/Rock
631535,The Business,Pop/Rock
2368302,Blitz,Pop/Rock
308742,Julian Cope,Pop/Rock
492037,The Proclaimers,Pop/Rock
568137,The Strokes,Pop/Rock
569402,The Teardrop Explodes,Pop/Rock
748904,Stereophonics,Pop/Rock
933633,Mungo Jerry,Pop/Rock
18176,Teddy Riley,R&B;
83013,The Jackson 5,R&B;
482787,The Whispers,R&B;
624215,The Brothers Johnson,R&B;
816517,DeBarge,R&B;
930642,Morris Day,R&B;
570825,The Modern Lovers,Pop/Rock
180449,Freddie Jackson,R&B;
208076,Luther Vandross,R&B;
243474,Lionel Richie,R&B;
254535,Jon Lucien,Vocal
674011,Manu Dibango,Jazz
830319,Hugh Masekela,Jazz
891907,Orchestra Baobab,International
893719,The Penguins,R&B;
239961,Johnny Kidd & the Pirates,Pop/Rock
820232,Dick Dale,Pop/Rock
26023,The Apples in Stereo,Pop/Rock
687487,Yo La Tengo,Pop/Rock
487271,Mike Seeger,Folk
517074,Brian McKnight,R&B;
582024,The Walker Brothers,Pop/Rock
795341,Felt,Pop/Rock
799644,Chad & Jeremy,Pop/Rock
165855,Frankie Avalon,Pop/Rock
109735,Circle Jerks,Pop/Rock
483848,The Vibrators,Pop/Rock
937098,Stiff Little Fingers,Pop/Rock
764890,Ian Tyson,Country
520545,My Chemical Romance,Pop/Rock
490763,The Ravens,Vocal
227527,Flatt & Scruggs,Country
126144,Chuck Willis,R&B;
253457,Dick Haymes,Vocal
228266,Jeff Lynne,Pop/Rock
127369,Ahmad Jamal,Jazz
201678,Vince Guaraldi,Jazz
245760,Les McCann,Jazz
334770,Ramsey Lewis,Jazz
684253,Wynton Kelly,Jazz
802745,Gene Harris,Jazz
28316,Slim Smith,Reggae
683658,Yabby You,Reggae
29334,Slim Whitman,Country
780451,Conway Twitty,Country
745617,Paul Bley,Jazz
784527,Barney Kessel,Jazz
790227,Tal Farlow,Jazz
39661,Sonny Terry,Blues
89713,Billy Lee Riley,Pop/Rock
112540,Cisco Houston,Folk
154533,Ewan MacColl,Folk
342768,Roscoe Holcomb,Folk
796950,Elizabeth Cotten,Folk
813092,John Jacob Niles,Folk
898336,Mississippi Sheiks,Blues
310789,SeÃ¡n Ã�?Riada,International
288111,Los Fabulosos Cadillacs,Latin
488921,Oscar Lopez,Latin
673621,ManÃ¡,Latin
553483,Happy Mondays,Pop/Rock
763237,Big Audio Dynamite,Pop/Rock
926307,This Mortal Coil,Pop/Rock
1608941,M/A/R/R/S,Electronic
756518,The Bobbettes,R&B;
44751,Steve Wariner,Country
378041,Marty Stuart,Country
794846,Eddie Rabbitt,Country
808214,Joe Walsh,Pop/Rock
74340,Jimmy Raney,Jazz
245992,Johnny Smith,Jazz
21747,Chuck Mangione,Jazz
65882,Bob James,Jazz
190888,Jeff Lorber,Jazz
192260,John Klemmer,Jazz
228444,Lee Ritenour,Jazz
314050,Narada Michael Walden,Jazz
361973,Kashif,R&B;
666763,Hank Crawford,Jazz
934350,Tom Scott,Jazz
171150,Lydia Lunch,Pop/Rock
492275,The Runaways,Pop/Rock
553810,Girlschool,Pop/Rock
837150,Peggy Seeger,Folk
141838,Eddie Money,Pop/Rock
320845,Peter Frampton,Pop/Rock
339624,Meat Loaf,Pop/Rock
347148,Night Ranger,Pop/Rock
492466,Montrose,Pop/Rock
623254,Asia,Pop/Rock
143494,The Dubliners,International
153519,Earl Scruggs,Country
151431,Roger Miller,Country
198783,Johnny Horton,Country
554963,Harry Chapin,Pop/Rock
811622,John Denver,Pop/Rock
211197,Dick Gregory,Comedy/Spoken
342833,Mel Brooks,Comedy/Spoken
26164,Sleater-Kinney,Pop/Rock
498961,'Til Tuesday,Pop/Rock
620495,The Breeders,Pop/Rock
921710,The White Stripes,Pop/Rock
494474,Third World,Reggae
504276,The Selecter,Pop/Rock
776659,Israel Vibration,Reggae
620386,Tommy James,Pop/Rock
183715,The Fugitives,Pop/Rock
763601,The Gories,Pop/Rock
74134,Ian & Sylvia,Folk
476356,The Modernaires,Vocal
483334,The Pied Pipers,Vocal
456896,Michael Crawford,Stage & Screen
66429,Bobby Bare,Country
200775,Ernest Tubb,Country
327735,REO Speedwagon,Pop/Rock
318966,Martin Gore,Pop/Rock
375945,Psychic TV,Pop/Rock
49062,Simple Plan,Pop/Rock
185018,Finch,Pop/Rock
211095,UnderÃ¸ath,Pop/Rock
195237,Delaney & Bonnie,Pop/Rock
135273,"Earth, Wind & Fire",R&B;
502398,Archie Bell & the Drells,R&B;
577590,Dave Bartholomew,R&B;
827250,Lloyd Price,R&B;
761341,Beverley Knight,R&B;
93533,The Limeliters,Folk
36987,Sonny Sharrock,Jazz
286483,Jim Hall,Jazz
738182,Gary Burton,Jazz
792583,Pat Martino,Jazz
333175,Jesse Belvin,R&B;
135543,The Electric Prunes,Pop/Rock
490620,The Real Kids,Pop/Rock
807026,Lyres,Pop/Rock
753685,Soft Machine,Pop/Rock
750970,Skinny Puppy,Pop/Rock
190012,John Tesh,New Age
896965,Mikey Dread,Reggae
1043986,Death,Pop/Rock
121459,Cornell Campbell,Reggae
178889,Alton Ellis,Reggae
11910,Stanley Jordan,Jazz
96744,Chris Rea,Pop/Rock
819983,Johnny Winter,Blues
359494,Prince Buster,Reggae
489606,Millie Small,Reggae
298764,Roxette,Pop/Rock
372322,Natalie Merchant,Pop/Rock
754055,Sophie B. Hawkins,Pop/Rock
924508,The Waterboys,Pop/Rock
87597,Ian Hunter,Pop/Rock
302765,Prince Far I,Reggae
179126,David Gates,Pop/Rock
848952,Richard "Groove" Holmes,Jazz
334644,Jerry Reed,Country
762821,Big & Rich,Country
486305,Junior Parker,Blues
630882,Brownie McGhee,Blues
402872,The Meters,R&B;
111934,Ivie Anderson,Vocal
668922,Heaven 17,Pop/Rock
930204,The Art of Noise,Pop/Rock
749272,Slim & Slam,Vocal
66869,The Field Mice,Pop/Rock
765302,Badly Drawn Boy,Pop/Rock
790509,Alphaville,Pop/Rock
246628,Johnny Nash,R&B;
116178,Culture Club,Pop/Rock
33580,Super Cat,Reggae
169526,Frankie Paul,Reggae
251925,Wayne Smith,Reggae
334101,Max Romeo,Reggae
918400,A Certain Ratio,Pop/Rock
13511,Sister Rosetta Tharpe,Religious
85915,Billy Joel,Pop/Rock
132579,Larry Norman,Religious
847880,Phil Keaggy,Religious
235169,Rob Zombie,Pop/Rock
655547,GWAR,Pop/Rock
772191,The Bonzo Dog Band,Pop/Rock
405903,Midnight Oil,Pop/Rock
462110,The Reverend Horton Heat,Pop/Rock
475431,Stray Cats,Pop/Rock
752770,Peaches,Electronic
46184,The Ames Brothers,Vocal
140521,The Crew Cuts,Pop/Rock
76561,Billy Ray Cyrus,Country
811897,John Michael Montgomery,Country
160054,Sham 69,Pop/Rock
210425,Johnny Thunders & the Heartbreakers,Pop/Rock
591048,Anti-Nowhere League,Pop/Rock
51909,Carpenters,Pop/Rock
945196,Gerry Rafferty,Pop/Rock
31441,Paul Winter,New Age
245489,Deuter,New Age
324854,Jermaine Jackson,R&B;
343940,Ray Brown,Jazz
489845,Milt Jackson,Jazz
891575,The Orb,Electronic
107090,Cher,Pop/Rock
407300,Mel Tillis,Country
562030,Hawkshaw Hawkins,Country
885875,Michael Martin Murphey,Country
186125,Mac McAnally,Country
196690,Lee Greenwood,Country
351227,Richard Marx,Pop/Rock
359613,Rick Springfield,Pop/Rock
399659,The Mavericks,Country
939565,Bryan White,Country
66395,The Congos,Reggae
85448,The Heptones,Reggae
109637,Culture,Reggae
346637,Roy Eldridge,Jazz
147245,Duke Jordan,Jazz
424292,John Lewis,Jazz
558596,Hampton Hawes,Jazz
149946,Donald Byrd,Jazz
34094,The Archies,Pop/Rock
94658,Commissioned,Religious
576839,The Winans,Religious
764636,The Clark Sisters,Religious
182884,Jason Donovan,Pop/Rock
24568,Shirley Collins,Folk
90188,Ian Dury,Pop/Rock
67900,The Foundations,R&B;
110341,The Creation,Pop/Rock
406575,The Outsiders,Pop/Rock
536275,Sweet,Pop/Rock
593930,Argent,Pop/Rock
236287,Maddy Prior,International
240081,Sandie Shaw,Pop/Rock
288904,Richard & Linda Thompson,Pop/Rock
780005,LCD Soundsystem,Pop/Rock
169228,Dionne Farris,R&B;
197460,Cassandra Wilson,Vocal
402351,Meshell Ndegeocello,R&B;
887638,Michael Hedges,New Age
130028,Freddie Mercury,Pop/Rock
8549,Sparklehorse,Pop/Rock
40230,Songs: Ohia,Pop/Rock
803009,Cat Power,Pop/Rock
21578,Sleep,Pop/Rock
109421,Crowbar,Pop/Rock
366164,Rick James,R&B;
402249,Raphael Saadiq,R&B;
488859,Millie Jackson,R&B;
200882,Gene Pitney,Pop/Rock
582253,Aaron Neville,R&B;
73605,The Gaylads,Reggae
477523,Mighty Sparrow,International
828768,Lord Kitchener,International
125561,Cinderella,Pop/Rock
376422,Queens of the Stone Age,Pop/Rock
359179,Karla Bonoff,Pop/Rock
788569,Barbara Mandrell,Country
22348,Patty Griffin,Pop/Rock
234647,Deborah Cox,R&B;
305468,Lita Ford,Pop/Rock
932665,Alanis Morissette,Pop/Rock
1878899,P!nk,Pop/Rock
99888,The Knickerbockers,Pop/Rock
151979,Bay City Rollers,Pop/Rock
181321,Graham Parker,Pop/Rock
479113,The Nerves,Pop/Rock
683085,"Dave Dee, Dozy, Beaky, Mick & Tich",Pop/Rock
890799,The McCoys,Pop/Rock
36402,Sonny Bono,Pop/Rock
606283,Al Jarreau,Vocal
860080,Nada Surf,Pop/Rock
664194,Hank Ballard,R&B;
201297,Foghat,Pop/Rock
822910,Hoobastank,Pop/Rock
203711,Tuck & Patti,Jazz
680374,Womack & Womack,R&B;
194036,Gene Clark,Pop/Rock
463435,Michael Nesmith,Pop/Rock
1908947,X,Pop/Rock
403184,The Osmonds,Pop/Rock
760977,The Five Stairsteps,R&B;
583935,Sun,R&B;
1266,Alla Rakha,International
742673,Ali Akbar Khan,International
94890,The Legendary Pink Dots,Pop/Rock
120060,Christian Death,Pop/Rock
414016,Nina Hagen,Pop/Rock
503279,Archie Shepp,Jazz
686560,Wynonna,Country
518313,Todd Terry,Electronic
660507,Giorgio Moroder,Pop/Rock
829125,Loleatta Holloway,R&B;
590483,Third Day,Religious
165736,Eddie & the Hot Rods,Pop/Rock
186734,Freddie King,Blues
150530,James Horner,Stage & Screen
232480,John Williams,Stage & Screen
787757,The Dictators,Pop/Rock
441,P.O.D.,Pop/Rock
154417,Clutch,Pop/Rock
172041,Joe Strummer,Pop/Rock
490738,Monica,R&B;
578999,Aaliyah,R&B;
681956,Xscape,R&B;
780258,Christina Aguilera,Pop/Rock
669473,Harold Melvin,R&B;
495455,Monster Magnet,Pop/Rock
988529,Fu Manchu,Pop/Rock
568071,The Stranglers,Pop/Rock
135378,James Booker,Blues
952794,Harry Belafonte,Vocal
746731,Spiritualized,Pop/Rock
790667,Tony! Toni! TonÃ©!,R&B;
898188,Mint Condition,R&B;
496487,Adam Ant,Pop/Rock
337856,Mother Maybelle Carter,Country
947816,Hank Thompson,Country
133832,Clark Terry,Jazz
228087,Zoot Sims,Jazz
768027,Kenny Dorham,Jazz
889449,Mickey & Sylvia,R&B;
338179,The Rance Allen Group,Religious
83859,Kevin Coyne,Pop/Rock
184637,Flora Purim,Latin
611007,Todd Edwards,Electronic
785773,Laurie Anderson,Avant-Garde
480108,a-ha,Pop/Rock
503602,The Sea and Cake,Pop/Rock
504815,Art Garfunkel,Pop/Rock
610346,Aimee Mann,Pop/Rock
949619,Gong,Pop/Rock
118493,JoÃ£o Donato,Latin
188843,Dori Caymmi,Latin
219021,Luiz BonfÃ¡,Latin
219243,VinÃ­cius de Moraes,Latin
292559,Roberto Menescal,Latin
931086,Astrud Gilberto,Latin
35338,Peabo Bryson,R&B;
51736,The Manhattans,R&B;
40922,The Sound,Pop/Rock
93566,Inspiral Carpets,Pop/Rock
149840,Catherine Wheel,Pop/Rock
167386,ESG,R&B;
266534,Josef K,Pop/Rock
328288,Jerry Garcia,Pop/Rock
491996,A.C. Reed,Blues
753094,Son House,Blues
898331,Mississippi Fred McDowell,Blues
829643,Hubert Sumlin,Blues
310455,Pestilence,Pop/Rock
802464,Freedy Johnston,Pop/Rock
67406,The Chieftains,International
751256,Superdrag,Pop/Rock
893383,The Muffs,Pop/Rock
169317,Carnivore,Pop/Rock
89018,The Jayhawks,Pop/Rock
651187,The Georgia Satellites,Pop/Rock
244073,Samiam,Pop/Rock
172772,Ed Ames,Vocal
201022,Lenny Welch,Pop/Rock
338887,Jerry Vale,Vocal
509367,Al Martino,Vocal
589630,AFI,Pop/Rock
592595,Thursday,Pop/Rock
812711,Death Cab for Cutie,Pop/Rock
377891,Nazareth,Pop/Rock
611881,Atomic Rooster,Pop/Rock
835648,Uriah Heep,Pop/Rock
296601,Lionel Cartwright,Country
385879,Radney Foster,Country
662642,Hal Ketchum,Country
956093,Henry Lee Summer,Pop/Rock
97173,Bonnie Tyler,Pop/Rock
315142,Scandal,Pop/Rock
36310,Shonen Knife,Pop/Rock
67631,The Chemical Brothers,Electronic
215041,The Jon Spencer Blues Explosion,Pop/Rock
296024,RubÃ©n Blades,Latin
779209,La Lupe,Latin
61637,Beulah,Pop/Rock
256831,Levi Stubbs,R&B;
580485,Willie Hutch,R&B;
44068,Steven Curtis Chapman,Religious
281564,Mark Harris,Religious
391285,Michael Card,Religious
393257,Newsboys,Religious
225389,Jay McShann,Jazz
634674,Buck Clayton,Jazz
244537,Wendy & Lisa,Pop/Rock
275757,Pharrell Williams,R&B;
782191,Larry Heard,Electronic
255887,Level 42,Pop/Rock
424117,The Rippingtons,Jazz
193025,Gregory Abbott,R&B;
330453,Ralph Tresvant,R&B;
209773,Joe Pass,Jazz
299277,Santo & Johnny,Pop/Rock
1340026,Tool,Electronic
607967,Astor Piazzolla,Latin
766066,Bobby Vinton,Vocal
778363,Jack Jones,Vocal
832341,Robert Goulet,Vocal
774956,Chris Kenner,R&B;
58361,Betty Everett,R&B;
664883,Gloria Lynne,R&B;
677842,Hellhammer,Pop/Rock
1211412,Raven,Pop/Rock
855356,Kate Wolf,Folk
211483,Charlie Haden,Jazz
258090,Scott LaFaro,Jazz
275832,Ron Carter,Jazz
585092,Dave Holland,Jazz
745316,Stanley Clarke,Jazz
747984,Paul Chambers,Jazz
951384,Hank Mobley,Jazz
27136,Paulina Rubio,Latin
791318,Tony Williams,Jazz
145086,The Easybeats,Pop/Rock
891032,The Mighty Mighty Bosstones,Pop/Rock
496525,Moondog,Avant-Garde
924232,Sun Ra,Jazz
315339,QueensrÃ¿che,Pop/Rock
358641,Every Avenue,Pop/Rock
803544,Dream Theater,Pop/Rock
29808,Tesla,Pop/Rock
771419,King's X,Pop/Rock
68934,Kenny G,Jazz
387720,Michael Bolton,Pop/Rock
741525,Fourplay,Jazz
961133,Dave Koz,Jazz
569644,Wizzard,Pop/Rock
290502,Limp Bizkit,Pop/Rock
665860,Godsmack,Pop/Rock
62002,Bachman-Turner Overdrive,Pop/Rock
30928,Tevin Campbell,R&B;
303506,Usher,R&B;
312890,Justin Timberlake,Pop/Rock
516929,*NSYNC,Pop/Rock
70534,Bill Cosby,Comedy/Spoken
824219,Jonathan Winters,Comedy/Spoken
77662,King Pleasure,Vocal
122023,Cilla Black,Pop/Rock
321321,Lulu,Pop/Rock
303050,Rufus Thomas,R&B;
481354,Orbital,Electronic
493848,Aphex Twin,Electronic
584257,William Orbit,Electronic
205520,Tullycraft,Pop/Rock
480830,The Mountain Goats,Pop/Rock
664618,DJ Nelson,Latin
788582,El General,Latin
216846,Jane Birkin,Pop/Rock
401287,Mazzy Star,Pop/Rock
788937,Evelyn "Champagne" King,R&B;
869409,Melba Moore,R&B;
239655,Sandi Patty,Religious
792051,Bebe Neuwirth,Comedy/Spoken
922811,Mitzi Gaynor,Vocal
148305,Fred Hammond,Religious
251361,Dexys Midnight Runners,Pop/Rock
520033,The Boomtown Rats,Pop/Rock
797147,Edie Brickell & New Bohemians,Pop/Rock
418662,The Psychedelic Furs,Pop/Rock
753617,The Adverts,Pop/Rock
806168,Veruca Salt,Pop/Rock
26367,Skid Row,Pop/Rock
758999,Boards of Canada,Electronic
588943,The Abyssinians,Reggae
164750,Garland Jeffreys,Pop/Rock
493412,Oumou Sangare,International
768010,The Ides of March,Pop/Rock
95613,Chico Buarque,International
191699,Gal Costa,Latin
792733,Ben Harper,Pop/Rock
884449,O.A.R.,Pop/Rock
741380,Donnie McClurkin,Religious
776576,Israel Houghton,Religious
954694,Helen Ward,Vocal
78191,Body Count,Pop/Rock
617336,Tom Morello,Pop/Rock
347639,Jimmie Vaughan,Pop/Rock
226331,John Entwistle,Pop/Rock
450700,Noel Redding,Pop/Rock
181329,David Johansen,Pop/Rock
32193,Tex Williams,Country
317108,Jeffrey Osborne,R&B;
625201,Alexander O'Neal,R&B;
756291,Sylvester,R&B;
533117,George Clinton,R&B;
596451,Zapp,R&B;
667669,Daft Punk,Electronic
674887,Daryl Hall & John Oates,Pop/Rock
958839,Yazoo,Pop/Rock
500298,Morgan Heritage,Reggae
46460,The Big Bopper,Pop/Rock
667556,Harvey Fuqua,R&B;
359559,Karyn White,R&B;
355451,Porter Wagoner,Country
310383,PÃ©rez Prado,Latin
821590,Diana Ross & the Supremes,R&B;
123345,Claus Ogerman,Jazz
210757,Johnny Guarnieri,Jazz
316340,Luiz Gonzaga,Latin
299882,Karen Dalton,Folk
80657,Billy Ward & the Dominoes,R&B;
816895,The Delta Rhythm Boys,Jazz
366407,Nancy Sinatra,Pop/Rock
475362,Arthur Russell,Avant-Garde
570046,Marc Almond,Electronic
809446,Visage,Pop/Rock
833782,Liquid Liquid,Pop/Rock
30431,Slowdive,Pop/Rock
191680,Gato Barbieri,Jazz
141256,Joe Maphis,Country
296402,Jimmy Bryant,Country
214593,David Gray,Pop/Rock
221844,Rusted Root,Pop/Rock
675710,Marc Cohn,Pop/Rock
687561,Dave Matthews,Pop/Rock
790604,Taj Mahal,Blues
829122,Huey Lewis & the News,Pop/Rock
647796,Camper Van Beethoven,Pop/Rock
753706,The All-American Rejects,Pop/Rock
809334,Jan Garbarek,Jazz
197532,Charles TrÃ©net,Vocal
615026,Asha Bhosle,International
919525,The Sugarcubes,Pop/Rock
94126,Bow Wow Wow,Pop/Rock
25047,The Angels,Pop/Rock
576718,Seal,Pop/Rock
672498,Goldie,Electronic
757157,Simply Red,Pop/Rock
742980,Patra,Reggae
746407,Sister Nancy,Reggae
255733,Johnny Hallyday,Pop/Rock
234844,Debbie Harry,Pop/Rock
58386,Bob Mould,Pop/Rock
187413,Gary Wilson,Pop/Rock
197364,David Byrne,Pop/Rock
239638,Johnny Jenkins,Blues
389213,R.L. Burnside,Blues
837215,Lucinda Williams,Folk
866841,Nick Lowe,Pop/Rock
167361,Dru Hill,R&B;
340152,Ratt,Pop/Rock
259240,Vanessa Paradis,Pop/Rock
623518,Brigitte Bardot,Pop/Rock
814340,Jeanne Moreau,Vocal
560208,Harry Nilsson,Pop/Rock
575695,Dave Stewart,Pop/Rock
257141,Widespread Panic,Pop/Rock
32971,The Beautiful South,Pop/Rock
190531,Frederick Knight,R&B;
237517,Lee Hazlewood,Country
268990,Luna,Pop/Rock
683065,Wynn Stewart,Country
933883,Al Stewart,Pop/Rock
359199,Billy Strayhorn,Jazz
768149,Billy Taylor,Jazz
101776,Jack Nitzsche,Pop/Rock
333573,Randy Crawford,R&B;
755570,Angela Bofill,R&B;
755792,Angela Winbush,R&B;
135391,Benny Golson,Jazz
609966,The Highway Q.C.'s,Religious
62729,Bobby Sherman,Pop/Rock
167399,Marvin Hamlisch,Stage & Screen
805332,The Charlatans,Pop/Rock
358532,Preservation Hall Jazz Band,Jazz
275130,Robbie Robertson,Pop/Rock
831236,Mark Knopfler,Pop/Rock
146354,The Del McCoury Band,Country
214546,John Abercrombie,Jazz
743966,Tantric,Pop/Rock
818593,The Deviants,Pop/Rock
57124,The Chambers Brothers,R&B;
259270,Arrow,International
591902,Admiral Bailey,Reggae
762652,Big Youth,Reggae
826660,Josey Wales,Reggae
296487,Roger Daltrey,Pop/Rock
75801,The Highwaymen,Country
350585,Pirates of the Mississippi,Country
48908,Betty Carter,Vocal
4451,T.S.O.L.,Pop/Rock
45077,Leo Kottke,Folk
221603,John Hartford,Country
234488,Del McCoury,Country
269172,Lester Flatt,Country
788568,The Dillards,Country
695019,Zakir Hussain,International
796166,Don Cherry,Jazz
887719,Nusrat Fateh Ali Khan,International
692251,The Youngbloods,Pop/Rock
898828,The Searchers,Pop/Rock
622379,Asleep at the Wheel,Country
767095,Bohannon,R&B;
189701,Jean Shepard,Country
958076,Woody Herman,Jazz
498987,SWV,R&B;
642796,Camille Yarbrough,Pop/Rock
781932,Lalo Schifrin,Jazz
102985,Julio Iglesias,Vocal
240252,Juan Gabriel,Latin
165068,Garnett Silk,Reggae
502371,Missy Elliott,R&B;
149173,Carter Burwell,Stage & Screen
786245,Barry Adamson,Pop/Rock
194039,Geggy Tah,Pop/Rock
760154,Blind Faith,Pop/Rock
17877,Terence Trent D'Arby,R&B;
808198,Lou Donaldson,Jazz
661974,Gigi Gryce,Jazz
25899,Technotronic,Electronic
661525,Front 242,Pop/Rock
793821,Frankie Knuckles,Electronic
820999,The Wilburn Brothers,Country
197040,Champion Jack Dupree,Blues
7729,The Trashmen,Pop/Rock
861687,Nelly Furtado,Pop/Rock
57188,Bob Andy,Reggae
81683,Black Uhuru,Reggae
230667,Zucchero,Pop/Rock
34172,Superchunk,Pop/Rock
294197,Polvo,Pop/Rock
597965,Archers of Loaf,Pop/Rock
138837,Joe Liggins,Blues
873886,Raymond Scott,Jazz
56913,Babatunde Olatunji,International
746010,Spirit,Pop/Rock
390532,Oingo Boingo,Pop/Rock
17387,Sixpence None the Richer,Pop/Rock
51233,Bob Brookmeyer,Jazz
300013,Urbie Green,Jazz
64199,Jimmy Martin,Country
667020,Malcolm McLaren,Pop/Rock
683795,Yello,Electronic
271029,Esther Phillips,R&B;
60476,The Friends of Distinction,R&B;
141681,Dokken,Pop/Rock
193963,Warrant,Pop/Rock
251604,Diamond Head,Pop/Rock
299776,Urge Overkill,Pop/Rock
355616,Poison,Pop/Rock
770007,King Diamond,Pop/Rock
778906,L.A. Guns,Pop/Rock
799100,Great White,Pop/Rock
806740,Turbonegro,Pop/Rock
815090,W.A.S.P.,Pop/Rock
93632,Robert Palmer,Pop/Rock
609396,Tom Jones,Pop/Rock
750456,Paul Revere & the Raiders,Pop/Rock
184811,Erasure,Pop/Rock
163198,Carl Smith,Country
287860,Robin Williams,Comedy/Spoken
91122,Inner City,Electronic
253232,Junior Vasquez,Electronic
351842,Jimmy Castor,R&B;
492162,The Prodigy,Electronic
799348,The Future Sound of London,Electronic
807949,Underworld,Electronic
869417,Nightmares on Wax,Electronic
633079,Strawberry Alarm Clock,Pop/Rock
40501,Steve Roach,New Age
497760,Mink DeVille,Pop/Rock
20403,Tennessee Ernie Ford,Country
398259,New Riders of the Purple Sage,Pop/Rock
2825814,Bastille,Pop/Rock
485991,Mike Laure,Latin
87179,The Knack,Pop/Rock
467382,Michael Penn,Pop/Rock
746182,Translator,Pop/Rock
902138,20/20,Pop/Rock
2252,Allan Holdsworth,Pop/Rock
933568,Tommy Bolin,Pop/Rock
6320,Toto,Pop/Rock
762921,The Charioteers,Religious
203695,Luscious Jackson,Pop/Rock
83194,Boyzone,Pop/Rock
186805,Eric Carmen,Pop/Rock
251491,Leo Sayer,Pop/Rock
508443,Air Supply,Pop/Rock
383889,Matchbox Twenty,Pop/Rock
758630,Better Than Ezra,Pop/Rock
138271,Cursive,Pop/Rock
158656,Taking Back Sunday,Pop/Rock
251033,Pedro the Lion,Pop/Rock
664346,Glassjaw,Pop/Rock
104388,Jack DeJohnette,Jazz
414889,The Presidents of the United States of America,Pop/Rock
280445,Howard Tate,R&B;
300534,Little Milton,Blues
330634,Jerry Goldsmith,Stage & Screen
624504,The Box Tops,Pop/Rock
165294,Chapterhouse,Pop/Rock
225948,Dead Can Dance,Pop/Rock
204714,Johnny Shines,Blues
175087,Elmer Bernstein,Stage & Screen
204968,Charlie Byrd,Jazz
674310,Herb Ellis,Jazz
110541,Chick Corea,Jazz
202033,Tony Trischka,Country
461737,Old & In the Way,Country
522377,Sting,Pop/Rock
11242,Sheb Wooley,Country
184814,Don Gibson,Country
198901,Webb Pierce,Country
516706,Tommy Collins,Country
665908,Good Charlotte,Pop/Rock
343954,Mercyful Fate,Pop/Rock
75665,The Gentrys,Pop/Rock
153526,Cliff Richard,Pop/Rock
188342,Freddy Fender,Country
238506,John Mayall & the Bluesbreakers,Blues
781423,Bill Evans Trio,Jazz
35697,Peaches & Herb,R&B;
401114,Maze,R&B;
255770,Wilbur Ware,Jazz
183139,David Sylvian,Pop/Rock
680065,Jeff Wayne,Pop/Rock
121318,Chris Squire,Pop/Rock
254556,Roger Waters,Pop/Rock
239827,John Mayer,Pop/Rock
173487,Joey Ramone,Pop/Rock
320426,Tsunami Bomb,Pop/Rock
421315,The Rezillos,Pop/Rock
137137,Eddie "Cleanhead" Vinson,Jazz
275386,Jerry Garcia Band,Pop/Rock
159312,Bebo Norman,Religious
344729,Rich Mullins,Religious
942624,Caedmon's Call,Religious
793022,Cock Sparrer,Pop/Rock
3627,Pato Banton,Reggae
90011,Ini Kamoze,Reggae
836313,Junior Reid,Reggae
866417,Maxi Priest,Reggae
940831,Captain & Tennille,Pop/Rock
480086,Modest Mouse,Pop/Rock
52151,Augustus Pablo,Reggae
101164,LFO,Electronic
919598,A Guy Called Gerald,Electronic
401066,Michel Legrand,Jazz
467749,Peggy Lee,Avant-Garde
930722,Timi Yuro,Pop/Rock
776371,Color Me Badd,R&B;
152228,Club Nouveau,R&B;
399437,Odyssey,R&B;
474648,The Melodians,Reggae
249303,Wet Willie,Pop/Rock
314372,Sea Level,Pop/Rock
235881,Wardell Gray,Jazz
753237,Suzy Bogguss,Country
282766,Loudon Wainwright III,Folk
489209,The dB's,Pop/Rock
610339,Toad the Wet Sprocket,Pop/Rock
687933,Yanni,New Age
352999,K.T. Oslin,Country
21292,Shenandoah,Country
118189,Clay Walker,Country
77698,Bobby Hackett,Jazz
943827,Cake,Pop/Rock
112204,Crimson Glory,Pop/Rock
167220,Djavan,Latin
511041,Aterciopelados,Latin
287350,Mark Lanegan,Pop/Rock
165345,ChantÃ© Moore,R&B;
648407,Candlemass,Pop/Rock
689367,Yngwie Malmsteen,Pop/Rock
608166,Al Bowlly,Vocal
633078,Bruce Hornsby,Pop/Rock
574057,Sugar Minott,Reggae
46381,Berlin,Pop/Rock
898275,Missing Persons,Pop/Rock
5307,Alicia Keys,R&B;
132849,Crystal Lewis,Religious
108124,Cherrelle,R&B;
301404,Rick Derringer,Pop/Rock
392553,Ram Jam,Pop/Rock
143951,Faron Young,Country
220946,David Houston,Country
248916,Johnny Osbourne,Reggae
228714,Mario Lanza,Vocal
1097,ToÃ±o Rosario,Latin
258882,Jon Secada,R&B;
271113,JosÃ© Feliciano,Vocal
449578,Miami Sound Machine,Pop/Rock
673486,Marc Anthony,Latin
944105,Grupo ManÃ­a,Latin
262794,Hootie & the Blowfish,Pop/Rock
947563,Gin Blossoms,Pop/Rock
240923,Sam Phillips,Pop/Rock
73383,The Gap Band,R&B;
12877,Stealers Wheel,Pop/Rock
588112,Ace,Pop/Rock
163570,Ben Lee,Pop/Rock
414745,Nils Lofgren,Pop/Rock
838414,June Tabor,Folk
590265,Annie Ross,Vocal
247545,Robin Guthrie,Pop/Rock
